Orthogroup	d
OG0004151	unknown:Golgi membrane
OG0004152	catalytic activity:methylenetetrahydrofolate dehydrogenase (NADP+) activity; methenyltetrahydrofolate cyclohydrolase activity; cytosol; tetrahydrofolate interconversion
OG0004153	binding:RNA binding; nucleic acid binding
OG0004154	binding; catalytic activity:protein binding; ubiquitin-protein transferase activity; protein ubiquitination
OG0004157	binding:chromatin binding
OG0004158	binding:NADH dehydrogenase activity; mitochondrial respiratory chain complex I; mitochondrial electron transport, NADH to ubiquinone; aerobic respiration; membrane; oxidoreductase activity, acting on NAD(P)H; mitochondrial respiratory chain complex I assembly; 4 iron, 4 sulfur cluster binding
OG0004159	catalytic activity:pseudouridylate synthase activity; cytoplasm; hydrolase activity, acting on glycosyl bonds
OG0004161	unknown:response to bacterium
OG0004163	binding:actin binding; plasma membrane; actin filament binding
OG0004164	binding:microtubule motor activity; microtubule-based movement; ATP binding; microtubule binding
OG0004165	binding:RNA binding; RNA modification
OG0004166	catalytic activity:cysteine-type peptidase activity; protein-phosphatidylethanolamide deconjugating activity; autophagosome assembly; mitophagy; cysteine-type endopeptidase activity; cytoplasm; C-terminal protein lipidation; protein processing; piecemeal microautophagy of the nucleus; aggrephagy; protein delipidation
OG0004167	catalytic activity:calcium-dependent cysteine-type endopeptidase activity; proteolysis
OG0004168	transport:membrane; transmembrane transport; sodium ion transport; antiporter activity
OG0004169	signaling:auxin-activated signaling pathway; phloem or xylem histogenesis; leaf vascular tissue pattern formation
OG0004170	unknown:nucleolus; rRNA processing; small-subunit processome
OG0004171	binding:zinc ion binding; cytoplasm; ubiquitin-dependent protein catabolic process; multicellular organism development; ubiquitin protein ligase activity
OG0004172	binding:protein binding
OG0004173	binding:chromatin binding; methyltransferase activity; DNA binding; DNA (cytosine-5-)-methyltransferase activity; nucleus; DNA methylation on cytosine within a CG sequence; negative regulation of gene expression via CpG island methylation
OG0004174	unknown:membrane
OG0004175	binding:aminoacyl-tRNA ligase activity; ATP binding; cytoplasm; nucleic acid binding; nucleotide binding; tRNA aminoacylation for protein translation; aspartate-tRNA ligase activity; mitochondrion; aspartyl-tRNA aminoacylation
OG0004176	binding:autophagy; autophagosome assembly; phagophore assembly site; autophagy of mitochondrion; autophagy of peroxisome; phosphatidylinositol-3-phosphate binding; piecemeal microautophagy of the nucleus; protein-membrane adaptor activity; reticulophagy; glycophagy; phagophore
OG0004177	binding:fatty acid biosynthetic process; thiolester hydrolase activity; acyl carrier activity; fatty acyl-[ACP] hydrolase activity
OG0004178	catalytic activity:ubiquitin-protein transferase activity; protein ubiquitination; ubiquitin protein ligase activity
OG0004179	binding:protein binding
OG0004182	binding:GTPase activity; cytoplasm; microtubule; microtubule binding; membrane; GTP binding; mitochondrial fission; mitochondrion; peroxisome; peroxisome fission
OG0004183	binding:protein peptidyl-prolyl isomerization; peptidyl-prolyl cis-trans isomerase activity; cytoplasm; protein folding; cyclosporin A binding; intracellular membrane-bounded organelle
OG0004184	transport:membrane; transmembrane transporter activity; transmembrane transport
OG0004185	unknown:attachment of GPI anchor to protein; GPI-anchor transamidase complex
OG0004186	unknown:signal transduction; GTPase activator activity
OG0004187	catalytic activity:ubiquitin-protein transferase activity; protein ubiquitination; ubiquitin protein ligase activity
OG0004188	binding:protein kinase activity; ATP binding; protein phosphorylation
OG0004190	binding:protein retention in ER lumen; membrane; ER retention sequence binding
OG0004191	binding; unknown:protein binding; SCF ubiquitin ligase complex; SCF-dependent proteasomal ubiquitin-dependent protein catabolic process
OG0004192	signaling:DNA damage checkpoint signaling; chromatin binding; DNA clamp loader activity; DNA repair; mitotic DNA replication checkpoint signaling
OG0004193	catalytic activity:peroxisome; regulation of gene expression; RNA nuclease activity
OG0004195	binding:RNA binding; mRNA binding; cytoplasm; mRNA destabilization
OG0004196	binding:photoreactive repair; DNA binding; deoxyribodipyrimidine photo-lyase activity; FAD binding
OG0004197	unknown:response to singlet oxygen; singlet oxygen-mediated programmed cell death; thylakoid membrane
OG0004198	binding:protein kinase activity; ATP binding; protein phosphorylation
OG0004199	binding:protein kinase activity; ATP binding; protein phosphorylation; protein serine/threonine kinase activity; cyclin-dependent protein serine/threonine kinase activity; nucleus; cytoplasm; RNA polymerase II CTD heptapeptide repeat kinase activity; positive regulation of transcription by RNA polymerase II; transcription factor TFIIK complex
OG0004201	binding:protein kinase activity; ATP binding; protein phosphorylation; protein serine/threonine kinase activity
OG0004203	transport:transmembrane transporter activity; membrane; transmembrane transport
OG0004204	binding:myosin binding
OG0004205	unknown:attachment of GPI anchor to protein; GPI-anchor transamidase complex
OG0004210	catalytic activity:catalytic activity; arginine catabolic process; spermidine biosynthetic process; arginine decarboxylase activity
OG0004211	binding:DNA binding; regulation of DNA-templated transcription
OG0004212	binding:DNA binding; DNA-binding transcription factor activity; nucleus; regulation of DNA-templated transcription; positive regulation of DNA-templated transcription
OG0004214	transport:ATP binding; ATP hydrolysis activity; peroxisomal membrane; cytosol; protein import into peroxisome matrix
OG0004215	catalytic activity:fatty acid elongase activity; membrane; endoplasmic reticulum membrane; fatty acid elongation, saturated fatty acid; sphingolipid biosynthetic process; fatty acid elongation, monounsaturated fatty acid; fatty acid elongation, polyunsaturated fatty acid; very long-chain fatty acid biosynthetic process
OG0004219	transport:molybdate ion transmembrane transporter activity; molybdate ion transport; membrane
OG0004220	catalytic activity:catalytic activity; sulfur compound metabolic process; purine ribonucleotide metabolic process; adenylylsulfatase activity
OG0004221	catalytic activity:dephosphorylation; cytosol; phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase activity
OG0004222	binding:fatty-acyl-CoA binding; fatty acid metabolic process
OG0004223	unknown:DNA-binding transcription factor activity; regulation of DNA-templated transcription
OG0004224	binding:chromatin binding; nucleus; regulation of gene expression
OG0004225	binding:GTPase activity; GTP binding
OG0004226	binding:translation initiation factor activity; mRNA binding
OG0004227	catalytic activity:GDP-mannose 4,6-dehydratase activity; GDP-mannose metabolic process; 'de novo' GDP-L-fucose biosynthetic process
OG0004228	binding:protein kinase activity; ATP binding; protein phosphorylation
OG0004229	binding:protein kinase activity; ATP binding; protein phosphorylation; receptor serine/threonine kinase binding
OG0004230	unknown:ubiquitin-dependent protein catabolic process; proteasome core complex, alpha-subunit complex; proteasome core complex; protein catabolic process
OG0004231	catalytic activity:peptidase activity; protein deubiquitination; protein modification by small protein removal; deubiquitinase activity
OG0004232	catalytic activity:ubiquitin-protein transferase activity
OG0004233	binding:DNA binding; DNA-binding transcription factor activity; nucleus; regulation of DNA-templated transcription; positive regulation of DNA-templated transcription
OG0004235	catalytic activity:protein ubiquitination; transferase activity
OG0004236	binding; signaling:DNA-binding transcription factor activity; regulation of DNA-templated transcription; DNA binding; ethylene-activated signaling pathway
OG0004237	binding:RNA binding; nucleic acid binding; mRNA binding; cytosol; ribonucleoprotein complex
OG0004238	binding:protein binding
OG0004239	binding:phenylalanine-tRNA ligase activity; cytoplasm; cytosol; phenylalanyl-tRNA aminoacylation; phenylalanine-tRNA ligase complex; tRNA binding; aminoacyl-tRNA ligase activity; ATP binding; tRNA aminoacylation
OG0004242	catalytic activity:mitochondrion; tRNA modification; cytokinin biosynthetic process; tRNA dimethylallyltransferase activity
OG0004244	binding:protein binding
OG0004246	catalytic activity:aldo-keto reductase (NADP) activity; oxidoreductase activity
OG0004248	catalytic activity:Golgi apparatus; glycosyltransferase activity
OG0004249	unknown:cyclin-dependent protein serine/threonine kinase inhibitor activity; nucleus; regulation of cell cycle; negative regulation of cyclin-dependent protein serine/threonine kinase activity
OG0004250	binding:RNA polymerase II cis-regulatory region sequence-specific DNA binding; DNA-binding transcription factor activity, RNA polymerase II-specific; DNA-binding transcription factor activity; DNA-templated transcription; regulation of transcription by RNA polymerase II; regulation of DNA-templated transcription
OG0004251	binding:nucleic acid binding; zinc ion binding; nucleus; mRNA splicing, via spliceosome; RNA binding; RNA splicing; precatalytic spliceosome
OG0004254	binding:protein kinase activity; protein phosphorylation; ATP binding; protein binding
OG0004255	binding:nucleic acid binding; RNA binding
OG0004256	unknown:male meiosis II
OG0004258	binding:protein binding
OG0004259	unknown:chloroplast fission
OG0004260	catalytic activity:ubiquitin protein ligase activity; ubiquitin-protein transferase activity; nucleus; cytoplasm; GID complex; proteasome-mediated ubiquitin-dependent protein catabolic process
OG0004261	unknown:chloroplast membrane
OG0004264	binding:zinc ion binding
OG0004265	catalytic activity:ubiquitin-like protein transferase activity; autophagosome assembly; autophagy of mitochondrion; cytosol; protein lipidation; protein modification by small protein conjugation; Atg12 conjugating enzyme activity
